ordem,bloco,quem,organizacao,nome,texto
164,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"Quando a gente fala em armamento, a gente tem falado muito em legítima defesa. As pessoas precisam se defender. E eu confesso: votei, sim sempre, a favor da defesa, da autodefesa, da possibilidade de uma pessoa ter, no meio rural, uma arma pra se defender. Mas, acima de tudo, por que é que nós precisamos de tanta legítima defesa? Porque a nossa segurança pública tá sucateada. Tá muito complicado. Eu moro na fronteira. Eu sei da dificuldade das pessoas nas fazendas, em todos os lugares. Mas acima de tudo, a gente sabe o quanto todas as forças de segurança do nosso país precisam de investimento. Precisam de autonomia. No meu governo, eu vou dar autonomia pra Polícia Federal com mandato ao diretor-geral de dois em dois anos intercalado com o mandato do presidente da república justamente pra não haver interferência nenhuma dentro da segurança."
165,TERCEIRO,Imprensa,Cultura,Leão Serva,"O candidato Bolsonaro pediu direito de resposta, mas a comissão negou."
166,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"A segunda pergunta será feita pela jornalista Ana Estela de Sousa Pinto, da Folha de S.Paulo, por ordem de sorteio, quem responde são os candidatos Lula e Simone Tebet. Olá, Ana, boa noite."
167,TERCEIRO,Imprensa,Folha de SP,Ana Estela de Sousa Pinto,"Boa noite, candidatos. Suas campanhas têm propostas de fortalecimento das mulheres, e acho que esse debate mostrou quanto isso ainda é muito importante no Brasil. Mas existe uma política de valorização feminina que depende só do presidente da república, que é a escolha de quem vai ocupar os cargos do Ministério. Os cargos mais importantes do Governo. No entanto, desde que a democracia voltou pro Brasil, mais de 600 pessoas já se sentaram numa cadeira de ministro, e só uma ministra mulher pra cada 15 ministros homens. E isso aconteceu também nos governos dos partidos dos senhores, o PMDB e do PT, que já ocuparam a presidência da república mais de uma vez, e em nenhum desses governos o número de ministras mulheres foi equilibrado. A minha pergunta é: aqui, agora, ao vivo, falando pra todo Brasil, os senhores podem se comprometer a preencher com pelo menos metade de ministras mulheres, com ministras mulheres pelo menos metade das vagas do ministério dos senhores?"
168,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Olha, primeiro, eu não sou de assumir compromisso, de me comprometer a fazer metade, a indicar religioso, a indicar mulher, indicar negro, indicar homem. Ou seja, você vai indicar as pessoas que têm capacidade pra assumir determinados cargos. Eu tenho o orgulho de ter indicado o primeiro negro pra Suprema Corte. Eu tenho o orgulho de ter indicado a Cármen Lúcia pra Suprema Corte. E poderia indicar muito mais. Pode até ter maioria mulher. O que não dá é pra você assumir o compromisso numericamente. Ou seja, você pode ter maioria de mulheres, pode ter maioria de mulheres no Congresso, você pode ter maioria de mulheres no Senado. Eu fui no México agora, na Câmara dos Deputados, as mulheres têm maioria no Senado. Deus queira que tenha condições de colocar mais da metade pra ser da Suprema Corte. Eu acho que é plenamente possível fazer isso, mas eu não vou assumir compromisso de que eu tenha que ter determinada pessoa obrigatoriamente porque se não for possível, passarei por mentiroso."
169,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Candidata Simone Tebet, um minuto para responder."
170,TERCEIRO,Candidato,MDB,Simone Tebet,"O candidato Lula não pode assumir esse compromisso. Não quer assumir esse compromisso. Mas eu já o fiz. A primeira coisa que fiz quando lancei a minha candidatura, e foi homologada pelo meu partido, foi dizer que o meu ministério será paritário entre homens e mulheres, sim. Basta haver competência e experiência administrativa. Isso nós sabemos que as mulheres têm. Nós temos condições de colocar 50%. E mais, nós teremos participação de negros. Mas há um terceiro requisito que eu divirjo do ex-Presidente. O meu ministério terá paridade de mulheres e homens. Terá negros. Mas não terá ninguém envolvido em escândalo de corrupção, mesmo que seja do meu partido, que esteja envolvido em escândalos de corrupção, não será ministro de Estado."
171,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Agora, eu vou fazer a terceira pergunta, que é endereçada aos candidatos Felipe D'Ávila e Jair Bolsonaro. E eu quero falar sobre mulheres, também. Porque a cada dez minutos, no Brasil, uma mulher é estuprada. E a cada sete minutos, uma mulher é vítima de feminicídio. É algo muito grave que acontece no nosso país e a gente sabe que há uma queda nos investimentos de políticas públicas voltadas para as mulheres. Dados do Instituto de Estudos Socioeconômicos (INESC) revelam que houve um corte no orçamento de 33% nas políticas públicas voltadas às mulheres neste ano. Eu gostaria de saber o que será feito no seu governo para reduzir esses números. O candidato Felipe D'Ávila começa, tem um minuto para a sua resposta."
172,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"Bom, parte disso é a impunidade no Brasil, que é uma coisa que nós precisamos combater com a Justiça que faça a lei ser cumprida. Segundo, precisamos replicar as boas experiências existentes. Por exemplo, a polícia Maria da Paz, uma força importante que vem aumentando brutalmente as mulheres que têm coragem de denunciar estupro. Nós temos que aproveitar as boas experiências de política pública voltadas para combater crimes dessa natureza. Portanto, o que o Brasil precisa fazer não é inventar mais política pública. É fazer cumprir a lei, combater a impunidade e aproveitar excelentes exemplos como é o caso da força da Maria da Paz. Por que isso? Porque se nós ficarmos toda hora inventando política pública nova e não fazendo cumprir a lei, o Brasil não evolui. Nós precisamos ter um princípio literal fundamental: a lei tem que ser igual e valer para todos."
173,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Candidato Jair Bolsonaro, o senhor tem um minuto."
174,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Os números têm demonstrado que, desde quando assumi, o número de mortes violentas, incluindo arma de fogo, obviamente, tem diminuído no Brasil. E nesse universo, que tem diminuído o número de vítimas no Brasil, estão as mulheres. Uma política universal que atinge a todo mundo. Ao você valorizar as mulheres, você diminui a violência, como, por exemplo, a titulação de terras, Auxílio Emergencial, entre outras medidas. A questão do voluntariado também praticado pela primeira-dama, cada vez mais conversando, de fato, com as mulheres. Estamos no caminho certo, não temos que inventar mais políticas. Se aparecer boas políticas, vamos adotá-las. Agora, não tem que se inventar, a solução está aí. O meu governo tem mostrado, na prática, que o número de mulheres mortas e violentadas têm diminuído."
175,TERCEIRO,Imprensa,Cultura,Leão Serva,"Essa foi a última resposta dessa rodada. A partir de agora, cada candidato terá dois minutos para as suas considerações finais."
176,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"A ordem agora será invertida em relação ao início do debate. Portanto, quem começa com as considerações finais é o candidato Ciro Gomes. O senhor tem dois minutos."
177,TERCEIRO,Candidato,PDT,Ciro Gomes,"Eu quero agradecer, antes de mais nada, a você, meu irmão e minha irmã, que ficaram até essa hora, muitos não tinham sequer condição de ficar porque tem que ir para a batalha da vida. E preciso agradecer a você, porque é assim que nós vamos achar juntos a saída para a mais profunda, grave, complexa e renitente crise econômica da nossa história. Quero agradecer aos ilustres opositores, a oportunidade de debater e aprender consigo. E dizer a cada um, e cada uma de vocês, a minha luta não é contra nenhum deles pessoalmente. Por mais que a gente tenha que explicar as nossas diferenças, a minha luta é contra o modelo econômico, que é o mesmo, rigorosamente, há 25, 30 anos no Brasil. Que montou uma máquina perversa de transferir renda de quem produz e de quem trabalha para você, para o setor financeiro. É uma coisa absurda. Nos últimos 12 meses, o Brasil pagou R$ 500 bilhões de juros. Só para você ter uma ideia, tudo que gastou em saúde, educação e segurança não chega a 300 bilhões. Eu peço a oportunidade para mudar isso. E para mudar também o modelo de governança política do Brasil. Se você olhar, é deprimente um país como o nosso ficar discutindo quem é mais corrupto, quem é menos corrupto. Que contradição de corrupção. Nós precisamos banir, porque a corrupção não é uma maldade da alma de nenhum deles. A corrupção é uma prostração moral, que todos eles fizeram um modelo de governança política em que a ideia de que você só vai governar se tiver sustentação no Congresso, se transformar a Presidência da República à testa de ferro de roubalheira. Eu lhe peço, com muita humildade, em nome do seu filho, em nome dos pobres do Brasil, de todos os trabalhadores, me dê uma oportunidade. É a quarta vez que sou candidato. Minha paixão não se abateu em nenhuma, porque o amor da minha vida é o Brasil. O sentido moral da minha vida é lutar para mudar o Brasil. Eu quero um lugar na história de quem mudou o Brasil e deu oportunidade de crescer. E dignidade para todos."
178,TERCEIRO,Imprensa,Cultura,Leão Serva,"Candidato Lula, dois minutos para suas considerações finais."
179,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Olha, eu queria terminar essa participação nesse debate me solidarizando à senadora Simone e à jornalista que foi agredida. A segunda coisa é dizer para vocês que eu fui procurar um companheiro com a experiência de 16 anos de Governo de São Paulo para me ajudar a governar esse país. Eu sei o que fiz, sei o que vou fazer e, por isso, eu não entro no campo da promessa fácil porque eu sei como é difícil. O meu amigo Ciro se esquece de dizer que, quando cheguei na Presidência da República, o juro estava 26% e deixei com 10%. Ele esquece de dizer que a inflação estava com 12% nós deixamos com 5%. Ele esquece de dizer que o desemprego era 12% e nós deixamos com 22 milhões de empregos. Tive o prazer de indicar a primeira mulher candidata à Presidência da República, que, quando deixou o mandato, deixou o mandato, em 2014, quando venceu o primeiro mandato, o desemprego era apenas 4.5%, padrão Finlândia, padrão Noruega. E depois, o Eduardo Cunha e o Aécio Neves, juntos, no Congresso Nacional, resolveram preparar o golpe, que culminou com o desastre. Porque aqui se fala do governo da Dilma, mas ninguém falou do golpe que a Dilma sofreu, em 2016. Ninguém falou que derrubaram uma mulher por causa de uma pedalada, e não se derruba um cara por causa de uma motociata. Ou seja, este país vai fazer o julgamento histórico da Presidente Dilma, e eu estou muito tranquilo porque eu pensei falar de obras públicas que eu fiz aqui, mas eu tão medíocre o Brasil de obras hoje que não vou falar para não humilhar quem está governando o Brasil."
180,TERCEIRO,Imprensa,UOL,Fabíola Cidral,O candidato Jair Bolsonaro tem agora dois minutos para as suas considerações finais.
181,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Deus, pátria, família e liberdade. Desculpem os demais candidatos, mas está polarizada as eleições. Quem o ex-presidiário apoiou no passado? Apoiou Chaves, apoiou Maduro. Para onde foi a Venezuela? Hoje, recebemos mais de 500 pessoas por dia, lá em Pacaraima, fugindo da fome, da miséria, da violência. Pesando em média 15 quilos a menos. E o Lula apoiou essas candidaturas. Olha para onde está indo a economia da nossa Argentina. O Presidente da Argentina, antes de ser Presidente, visitou o Lula, em Curitiba, na cadeia. E o Lula apoiou ele na Argentina. Hoje, 40% da população da Argentina está na linha da miséria. Lula apoiou o Presidente do Chile também, o mesmo que praticava atos de tocar fogo em metrôs lá no Chile. Para onde está indo o nosso Chile? Lula apoiou também Petro, na Colômbia. Medidas dele: liberação de drogas, liberação de presos. Para onde está indo a nossa Colômbia? Também, o nosso prezado Presidente Lula apoiou, na Nicarágua, Ortega, que agora persegue cristãos, prende padres, expulsa freiras. Uma perseguição religiosa sem tamanho. E quando ele é questionado sobre isso, ele diz: ""Não devemos meter o nariz em outros países"". O que vai acontecer com o nosso Brasil se esse ex-presidiário voltar para a cena do crime, juntamente com Geraldo Alckmin, um homem religioso, católico, mas que resolveu cantar internacional socialista? É a União de tudo o que não presta no Brasil. Nós não merecemos isso para a nossa pátria."
182,TERCEIRO,Imprensa,Cultura,Leão Serva,"Pela ordem, quem faz agora as suas considerações finais é a candidata Simone Tebet. O candidato Lula pediu direito de resposta, e a Comissão vai analisar."
183,TERCEIRO,Candidato,MDB,Simone Tebet,"Lamentável. Lamentável, no país da fome, da miséria, do desemprego, do desespero, do desalento, termos dois candidatos falando do passado, alimentando ódio, dividindo as famílias e polarizando o Brasil. O Brasil é muito maior que Lula e Bolsonaro. O Brasil pertence aos quase 215 milhões de brasileiros. Triste o Brasil que tem que escolher entre o escândalo do Petrolão e do Mensalão do PT e o escândalo de corrupção da educação e do orçamento secreto do atual governo. Mas nós, nós vamos fazer diferente. Nós vamos colocar as pessoas em primeiro lugar. Nós vamos diminuir a desigualdade social e a miséria, acabar com a fome. Para isso, nós não vamos estar sozinhos. Nós vamos combater a discriminação na sua totalidade e vamos impedir retrocessos no Brasil. Vou contar com a ajuda valorosa da minha Vice-Presidente da República Mara Gabrilli, uma mulher tetraplégica há 28 anos, se tornou Senadora da República e sabe como fazer. Mara querida, Simone e Mara, juntas, nós vamos reconstruir o Brasil de verdade. Eu tenho experiência política, eu sou ficha limpa, eu sou mãe. Eu e Mara, juntas, com alma de uma mulher e coração de uma mãe, nós vamos resolver definitivamente os problemas das pessoas. Comida mais barata, educação e saúde de qualidade, emprego e renda para as pessoas. Fui prefeita duas vezes, reeleita com 76% dos votos; fui vice-governadora, fui deputada estadual, hoje sou Senadora da República. Sou advogada e sou professora. Quero dizer que o Brasil, o Brasil que verdadeiramente precisa mudar, precisa da sensibilidade e da alma das mulheres brasileiras, e eu conclamo todas vocês a se somar conosco, e assim, juntos e juntas, que nós vamos mudar, com coragem e amor, o Brasil de verdade."
184,TERCEIRO,Imprensa,Cultura,Leão Serva,Candidato Lula pediu um direito de resposta e a comissão considerou procedente. O candidato tem 45 segundos para sua resposta.
185,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Apenas para dizer da irresponsabilidade de quem exerce o cargo de Presidente da República, que me chamou duas vezes de presidiário. Ele sabe a razão pelas quais fui preso. As razões pelas quais eu fui preso foi para ele se eleger Presidente da República, porque era preciso tirar o Lula. Eu, nesse processo todo, estou muito mais limpo do que ele ou qualquer outro parente dele, porque eu fui julgado, fui considerado inocente pela Suprema Corte, pela primeira instância da ONU, pela segunda instância plena da ONU e estou aqui candidato para ganhar as eleições e, aí sim, em um decreto só, eu vou apagar todos os seus sigilos..."
186,TERCEIRO,Imprensa,Cultura,Leão Serva,"Candidato, terminou o seu tempo."
187,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Seu tempo está... seu tempo foi esgotado, candidato. O candidato Jair Bolsonaro também pediu direito de resposta; a comissão julgadora está analisando, daqui a pouquinho a gente traz a resposta. Agora é a vez da candidata Soraya Thronicke com as suas considerações finais. Dois minutos."
188,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"Eu quero aqui agradecer ao Grupo Bandeirantes, à TV Cultura, ao jornal Folha de S.Paulo, ao portal UOL pela oportunidade de estar aqui podendo debater o nosso país. Quero também agradecer ao meu partido, União Brasil, o maior partido desse país, em nome do nosso presidente, Luciano Bivar, e do vice, Antônio de Rueda. Quero agradecer ao meu vice-presidente, Marcos Cintra, um homem de exatas, e eu de humanas, o perfeito equilíbrio para que a gente consiga levar esse país adiante. Temos um projeto estruturante, um projeto real, que pode ser aplicado imediatamente e, com ele, nós iremos, sim, com um imposto só, diminuir o preço dos alimentos, trazer mais dignidade para todas as pessoas. Iremos tirar o imposto de renda e o INSS de todos aqueles que recebem até cinco salários mínimos. Essa proposta está madura e ela, sim, pode ser aplicada, e eu desafio qualquer pessoa para que debata essa proposta conosco, não que diga ao léu. Quero dizer para vocês que, para tirar o nosso país do atoleiro, meus amigos, tem que ser traçado, tem que ser quatro por quatro, tem que ser 44. Chega de briga e de confusão, o Brasil precisa de paz e precisa de união. Precisa de alguém que cuide das pessoas. Eu, ao lado de Marcos Cintra, sou esse alguém. Muito obrigada pela oportunidade. O que eu quero é resolver e trazer solução para sua vida. Eu saí da fila dos que reclamam e vim para a fila dos que fazem. Eu critico, mas eu trago a solução. Obrigada."
189,TERCEIRO,Imprensa,Cultura,Leão Serva,"O candidato Jair Bolsonaro havia pedido direito de resposta, a comissão considerou improcedente. Então, seguindo a ordem, quem fala agora é o candidato Felipe D'Avila. Dois minutos."
190,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"Para mudar o Brasil, nós precisamos de um projeto de país, nós precisamos de gente competente, nós precisamos de gente com caráter, liderança e coragem pra transformar o Brasil. Não é gente profissional da política, que só pensa em criar um estado pesado, cheio de privilégio pra um monte de gente tirando mais dinheiro do nosso bolso, nós, que trabalhamos, que tocamos os nossos negócios, produzimos. O Brasil, pra mudar, vocês viram aqui, não teve nenhuma conversa de como vai fazer a economia crescer. Sabe por quê? Porque só tem um jeito de a economia crescer: é tirar poder do Estado, dar mais poder pra quem empreende, pra quem gera riqueza. Tirar esse estado pesado que vem sufocando a gente há anos. A economia brasileira jamais vai voltar a crescer o Estado sendo gerado do jeito que é. Nós precisamos de gente com caráter e competência. E daí o exemplo que eu tenho orgulho do Partido Novo. Não precisa fazer política com Mensalão, orçamento secreto pra dizer que isso é governabilidade. Nós não queremos essa governabilidade. Nós não compactuamos com essa governabilidade vergonhosa. Está aí o exemplo de Minas Gerais, Romeu Zema, um governo de gente impoluta, séria, competente, atraiu mais de R$ 280 bilhões em investimento pro estado, melhorou a saúde e a educação. Está o nosso prefeito Adriano Silva, em Joinville, a melhor cidade do Brasil, deu mais título de regularização fundiária em 11 meses do que em 11 anos na cidade. É gente que assume o poder pra resolver a vida daqueles quem produzem e geram riqueza. É assim que o Brasil vai voltar a crescer. Olhando pra frente, tirando o Estado das costas e acreditando que é com caráter e liderança e honrando a política que nós vamos. Por isso, vote nos deputados do Novo, vote Felipe D'Avila."
191,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"E termina aqui esse primeiro debate entre os candidatos à presidência da república nas eleições de 2022. Uma parceria entre o Grupo Bandeirantes, TV Cultura, UOL, jornal Folha de S.Paulo, com apoio também do YouTube e do Google."
192,TERCEIRO,Imprensa,Cultura,Leão Serva,"Em caso de segundo turno, já está definida a data da realização do próximo debate. Anote aí: dia 9 de outubro. Em nome das empresas do pool, eu agradeço a presença de todos os candidatos e a sua audiência aí em casa. Boa noite."
193,TERCEIRO,Imprensa,UOL,Fabíola Cidral,Uma boa noite. Uma boa semana a você.
